sample_id,pae_mean,pae_max,pae_std,pae_median,pae_p10,pae_p90,pae_frac_lt_5,pae_frac_gt_15,pae_asymmetry
vdjdb_full_15686,8.1223545,22.9,5.588737,7.9,1.3,15.5,0.3876337693222354,0.12247324613555291,2.5781212
vdjdb_full_15687,3.1408303,12.9,2.0618618,2.6,1.2,6.1,0.8581314878892734,0.0,1.5709343
vdjdb_full_15688,4.667658,17.1,3.190425,4.0,1.2,9.6,0.6634958382877527,0.009512485136741973,2.3645658
vdjdb_full_15690,5.189849,19.7,3.460077,5.3,1.1,9.820002,0.4458161865569273,0.013717421124828532,1.9220852
vdjdb_full_15692,2.5890625,10.0,1.5434709,2.3,1.1,4.269995,0.919921875,0.0,1.0105469
vdjdb_full_15693,3.0492601,11.1,1.5842558,2.8,1.1,5.0,0.8964497041420119,0.0,1.2281066
vdjdb_full_15694,3.3752222,11.4,1.7299446,3.1,1.3,5.6,0.8555555555555555,0.0,1.1815556
vdjdb_full_15696,3.8127162,17.7,3.0256233,2.9,1.1,8.2,0.8062283737024222,0.010380622837370242,2.0237024
vdjdb_full_15698,2.3506763,5.7,0.87505734,2.4,1.1,3.4,0.9968782518210197,0.0,0.4611863
vdjdb_full_157,6.2930284,19.4,3.4524183,6.0,1.8,10.7,0.36524453694068676,0.01664932362122789,2.4249742
vdjdb_full_15701,3.8894134,12.5,2.2214465,3.5,1.2300004,6.969995,0.7487244897959183,0.0,1.7971939
vdjdb_full_15703,3.0281806,12.1,1.6602874,2.7,1.3,5.2,0.8858501783590963,0.0,1.249227
vdjdb_full_15715,5.1,17.2,2.6560962,5.2,1.5,8.3,0.4604591836734694,0.002551020408163265,1.6551021
vdjdb_full_15724,7.22551,18.8,4.046851,7.0,1.8,12.5,0.32142857142857145,0.036989795918367346,2.3464286
vdjdb_full_15734,4.5314283,20.7,3.2840219,3.7,1.5,8.6,0.673469387755102,0.02122448979591837,2.4555101
vdjdb_full_15735,3.0910034,12.0,1.5891899,2.9,1.4,5.0,0.8918685121107266,0.0,0.88408303
vdjdb_full_15736,2.1216712,5.4,0.8529044,2.0,1.1,3.3,0.9963269054178145,0.0,0.54416895
vdjdb_full_15737,2.5820935,6.5,1.00875,2.6,1.2,3.9,0.9825528007346189,0.0,0.52727276
vdjdb_full_15738,3.4301698,11.4,1.8818927,3.2,1.3,6.0,0.8325617283950617,0.0,1.3708333
vdjdb_full_15743,3.18897,14.4,1.7680764,2.9,1.4,5.0,0.8984660336011687,0.0,1.0742148
vdjdb_full_15747,5.376899,16.1,3.2374897,4.8,1.4,9.9,0.5046826222684704,0.001040582726326743,1.7531738
vdjdb_full_15748,3.962722,12.4,1.8995486,3.9,1.4,6.45,0.7396449704142012,0.0,1.1236686
vdjdb_full_15750,3.3605711,11.5,2.05902,2.9,1.2,6.5,0.8209876543209876,0.0,1.5291667
vdjdb_full_15751,2.9881544,10.7,1.4474249,2.7,1.3,4.8,0.9090909090909091,0.0,1.1035812
vdjdb_full_15754,3.3320153,14.9,2.1340194,2.8,1.2,5.769995,0.8507653061224489,0.0,1.6288265
vdjdb_full_15755,2.8817177,9.0,1.4005286,2.6,1.3,4.9,0.9051246537396122,0.0,1.068698
vdjdb_full_15762,3.0712802,7.5,1.2360384,3.1,1.3,4.6,0.9342560553633218,0.0,0.6235294
vdjdb_full_15763,5.52751,17.4,3.1722653,4.9,1.8,9.9,0.5004081632653061,0.010612244897959184,2.4613876
vdjdb_full_15764,4.5758653,18.2,3.078421,3.8,1.6,8.95,0.6920415224913494,0.01384083044982699,2.384948
vdjdb_full_15766,4.305259,15.6,2.6311255,3.7,1.5,8.3,0.7238860482103725,0.0007304601899196494,2.1003652
vdjdb_full_15772,3.3297522,10.4,1.5172882,3.1,1.4,5.2,0.8769513314967861,0.0,1.1832875
vdjdb_full_15776,3.7056193,15.3,2.305883,3.5,1.1,6.4,0.7648283038501561,0.002081165452653486,1.2222685
vdjdb_full_15780,2.399688,7.0,1.1123608,2.2,1.1,3.9,0.9625390218522373,0.0,0.6233091
vdjdb_full_15781,3.4615555,13.2,1.8706594,3.2,1.3,5.8,0.8388888888888889,0.0,1.2822223
vdjdb_full_15787,4.6739593,25.4,3.191944,4.1,1.7,7.8599977,0.6579591836734694,0.018775510204081632,2.000653
vdjdb_full_15794,4.3983335,12.8,2.1972022,4.4,1.5,7.2,0.5966666666666667,0.0,1.4348888
vdjdb_full_15797,8.331592,20.5,4.3437715,8.5,1.9,13.859998,0.24408163265306124,0.060408163265306125,2.6354287
vdjdb_full_15799,6.4534864,18.4,3.4198706,6.5,1.7,10.7,0.3537981269510926,0.012486992715920915,2.2189388
vdjdb_full_15801,3.3581202,18.8,2.6578488,2.5,1.3,6.5,0.8649613325401546,0.00594883997620464,1.7163594
vdjdb_full_15802,2.1018167,5.7,0.8010947,2.0,1.1,3.1,0.9982698961937716,0.0,0.42854673
vdjdb_full_15803,2.3453288,7.4,1.0312525,2.2,1.2,3.45,0.972318339100346,0.0,0.5771626
vdjdb_full_15804,3.375102,12.7,1.7252059,3.2,1.3,5.5,0.8579591836734693,0.0,1.0656327
vdjdb_full_15806,3.7456348,13.2,2.031453,3.5,1.3,6.4,0.7845804988662132,0.0,1.5200679
vdjdb_full_15807,2.9626038,15.3,1.9873773,2.5,1.2,5.0,0.8981994459833795,0.0013850415512465374,1.3869805
vdjdb_full_15808,3.0214694,10.9,1.7508495,2.6,1.2,5.3,0.8775510204081632,0.0,1.1469388
vdjdb_full_15810,3.2929785,11.5,1.6428262,3.1,1.3,5.4,0.8618827160493827,0.0,1.149537
vdjdb_full_15811,2.9471452,8.3,1.2454348,2.9,1.4,4.4,0.9333910034602076,0.0,0.8759515
vdjdb_full_15812,6.3338823,16.6,3.171671,6.5,1.8800002,10.220001,0.30864197530864196,0.00411522633744856,2.1223595
vdjdb_full_15813,5.040404,15.7,2.8068726,4.7,1.5,8.6,0.5261707988980716,0.0036730945821854912,2.2795224
vdjdb_full_15814,5.293004,13.7,3.354246,4.0,1.4,9.6,0.53360768175583,0.0,1.1297668
vdjdb_full_15815,3.103673,9.0,1.4549131,2.9,1.2,5.1,0.8907254361799817,0.0,1.1381083
vdjdb_full_15817,3.8358362,11.9,2.0546844,3.6,1.3,6.5,0.7208163265306122,0.0,1.2697142
vdjdb_full_15818,5.065818,17.9,2.8402252,4.7,1.7,8.6,0.5470679012345679,0.009259259259259259,2.2334878
vdjdb_full_15822,2.8802733,11.9,1.7322035,2.5,1.2,4.9,0.90234375,0.0,1.1101563
vdjdb_full_15824,3.1957564,13.0,1.9826149,2.7,1.3499999,6.0,0.875,0.0,1.5001543
vdjdb_full_15825,2.758564,7.1,1.1068852,2.7,1.2,4.2,0.9636678200692042,0.0,0.78875434
vdjdb_full_15826,2.9287345,11.9,1.6724291,2.6,1.2,5.0,0.8979591836734694,0.0,1.1234286
vdjdb_full_15827,2.048535,4.9,0.7575775,2.0,1.1,3.1,1.0,0.0,0.34003907
vdjdb_full_15828,3.7542858,20.4,2.5669644,3.2,1.5,6.5,0.8293877551020408,0.00816326530612245,1.7629389
vdjdb_full_15829,3.282939,19.4,2.5975049,2.7,1.2,5.3,0.8848979591836734,0.010612244897959184,1.5960816
vdjdb_full_15830,2.652595,6.6,1.1025145,2.6,1.2,4.1,0.9731833910034602,0.0,0.6840831
vdjdb_full_15831,2.3714662,8.7,1.2790996,2.1,1.1,3.9,0.9493754109138725,0.0,0.8499672
vdjdb_full_15833,3.9876554,16.5,2.5264387,3.4,1.4,7.7,0.7596785975164354,0.0014609203798392988,2.044558
vdjdb_full_15834,3.4056227,15.3,2.3300679,2.8,1.1,6.2,0.828719723183391,0.0017301038062283738,1.7569205
vdjdb_full_15835,2.6534693,8.3,1.090017,2.6,1.2,4.0,0.9722448979591837,0.0,0.781551
vdjdb_full_15836,2.0560262,6.0,0.8086244,2.0,1.1,3.1,0.9963476990504018,0.0,0.47114682
vdjdb_full_15837,3.6402776,19.6,2.6126292,3.0,1.4,6.1,0.845679012345679,0.009259259259259259,1.8098766
vdjdb_full_15838,3.8141706,17.2,2.4403152,3.3,1.4,6.6,0.8056975894813733,0.004382761139517896,1.8667642
vdjdb_full_15841,5.6597753,16.3,3.481143,4.8500004,1.5,10.4,0.5051903114186851,0.004325259515570935,1.8752595
vdjdb_full_15842,3.1453702,13.8,1.9751097,2.7,1.3,5.2,0.8927469135802469,0.0,1.4444445
vdjdb_full_15843,3.9000003,14.7,2.3181622,3.4,1.4,6.7,0.7837370242214533,0.0,1.817647
vdjdb_full_15844,5.7883124,20.8,3.4984846,5.2,1.8,10.7,0.46375,0.02,2.801875
vdjdb_full_15845,3.2182827,14.5,1.9950454,2.8,1.2,5.5,0.8725761772853186,0.0,1.3753463
vdjdb_full_15846,1.7948571,3.7,0.59732574,1.8,1.0,2.6,1.0,0.0,0.37567347
vdjdb_full_15847,5.018652,17.8,2.8650873,4.7,1.5,8.369995,0.5419921875,0.0087890625,1.7978516
vdjdb_full_15848,2.9421296,27.2,3.095165,2.3,1.2,4.2,0.9359567901234568,0.020061728395061727,1.2135803
vdjdb_full_15849,5.6354666,14.6,3.7978032,4.1,1.4,10.9,0.5666089965397924,0.0,0.94256055
vdjdb_full_15850,3.4438365,24.3,2.9298465,2.8,1.3,5.5,0.8781163434903048,0.018698060941828253,1.784626
vdjdb_full_15851,3.3034437,17.2,2.6100621,2.6,1.2,5.6399903,0.8775510204081632,0.006377551020408163,1.5160714
vdjdb_full_15861,3.6609986,16.8,2.4163783,3.1,1.3,6.5,0.812128418549346,0.0023781212841854932,1.6853744
vdjdb_full_15862,4.983347,18.7,3.311881,4.2,1.7,9.2,0.6089795918367347,0.019591836734693877,2.3294692
vdjdb_full_15864,5.2171874,22.2,3.602866,4.1,1.6300004,10.5,0.6044921875,0.02734375,2.7589846
vdjdb_full_15865,4.804878,20.4,3.8159533,3.7,1.2,10.6,0.6716240333135038,0.02558001189767995,2.9715648
vdjdb_full_15866,2.1330578,9.6,1.1328268,1.9,1.0,3.3,0.9696969696969697,0.0,0.7652893
vdjdb_full_15867,2.627219,8.2,1.0806661,2.6,1.2,3.9,0.9704142011834319,0.0,0.6775148
vdjdb_full_15868,8.69502,22.7,6.2493286,7.45,1.4300003,17.9,0.400390625,0.2001953125,3.3701172
vdjdb_full_1587,5.7070003,19.7,3.4901552,5.3,1.5,10.3,0.44333333333333336,0.01888888888888889,2.3308887
vdjdb_full_15870,2.992152,9.3,1.4802498,2.9,1.2,4.9,0.9001189060642093,0.0,0.9517242
vdjdb_full_15871,1.7191112,4.2,0.6261623,1.6,0.9,2.6,1.0,0.0,0.332
vdjdb_full_15872,2.4923012,9.0,1.1802591,2.2,1.1,4.1,0.9602076124567474,0.0,0.9181661
vdjdb_full_15877,5.9468746,15.5,3.6078076,6.0,1.5,10.75,0.4548611111111111,0.001736111111111111,1.4381944
vdjdb_full_15880,4.8777957,16.8,2.7369125,4.5,1.6,8.6,0.5893877551020408,0.0032653061224489797,2.1245716
vdjdb_full_15881,3.9658952,19.9,2.9098563,3.2,1.5,7.1499996,0.7824074074074074,0.016203703703703703,2.1108027
vdjdb_full_15883,1.913443,4.8,0.71785784,1.8,1.0,2.9,1.0,0.0,0.45679012
vdjdb_full_15884,2.4739795,6.4,1.0082878,2.4,1.1,3.8,0.9846938775510204,0.0,0.5219388
vdjdb_full_15885,1.9615738,7.0,0.81939566,1.8,1.1,3.0,0.9899691358024691,0.0,0.5450617
vdjdb_full_15886,2.1927457,7.5,1.000272,2.0,1.0,3.5,0.9770431588613406,0.0,0.6910928
vdjdb_full_15888,1.6258026,4.2,0.57740873,1.5,1.0,2.4,1.0,0.0,0.32746732
vdjdb_full_15890,1.5661764,7.2,0.90633464,1.3,0.8,2.4,0.9844290657439446,0.0,0.55207616
vdjdb_full_15896,2.3017745,8.6,1.112633,2.1,1.1,3.5,0.9629629629629629,0.0,0.72608024
vdjdb_full_15897,4.1062446,14.2,2.6911476,3.3,1.2,7.7,0.6914600550964187,0.0,1.8617079
vdjdb_full_15899,5.7720485,13.5,3.0647411,5.8,1.6,9.6,0.4305555555555556,0.0,1.5385416
vdjdb_full_15900,7.560768,18.0,4.042999,8.5,2.0,12.7,0.32373113854595337,0.01783264746227709,2.0718791
vdjdb_full_15901,2.9596682,9.7,1.427959,2.7,1.4,4.7,0.9111328125,0.0,1.1439452
vdjdb_full_15902,3.3101928,9.1,1.6670625,3.2,1.2,5.6,0.830119375573921,0.0,0.8778696
vdjdb_full_15903,5.236547,16.1,3.2252967,4.8,1.3,9.5,0.5105601469237833,0.0027548209366391185,1.7017447
vdjdb_full_15905,7.852949,19.0,4.090807,7.9,2.2,12.920001,0.2729766803840878,0.038408779149519894,2.586008
vdjdb_full_15907,6.2194443,16.6,3.4195054,6.5,1.6,10.5,0.4220679012345679,0.0038580246913580245,1.9475309
vdjdb_full_15908,4.8935766,12.5,2.4681463,4.9,1.5,8.0,0.5086805555555556,0.0,1.4697917
vdjdb_full_15909,2.137207,8.8,1.064801,1.9,1.0,3.3,0.9677734375,0.0,0.61503905
vdjdb_full_15913,6.045435,18.8,4.14842,4.5,1.4,12.1,0.5303140978816655,0.019722425127830533,1.88897
vdjdb_full_15914,4.962277,12.6,2.323103,4.8,1.9,8.1,0.532235939643347,0.0,1.6019205
vdjdb_full_15917,2.6205761,9.2,1.3142833,2.4,1.1,4.1,0.9382716049382716,0.0,0.8477366
vdjdb_full_15921,3.9671874,13.5,2.2245605,4.0,1.2,6.7,0.673828125,0.0,1.3804687
vdjdb_full_15922,4.4185557,13.3,3.138701,3.45,1.0,8.819995,0.5522222222222222,0.0,1.7464445
vdjdb_full_15923,3.9283164,11.1,2.0157516,3.7,1.4,6.869995,0.7448979591836735,0.0,1.4357142
vdjdb_full_15934,6.2848797,17.1,3.5526857,6.3,1.6,10.719995,0.42074506939371803,0.009495982468955442,2.275822
vdjdb_full_15935,3.2321045,15.0,2.6734688,2.2,1.1,6.9,0.8323424494649228,0.0,1.6760999
vdjdb_full_15936,3.392857,16.0,2.3164947,3.0,1.2,5.8,0.8711734693877551,0.003826530612244898,1.587245
vdjdb_full_15941,3.1304843,9.4,1.4876539,3.0,1.3,5.0,0.8877551020408163,0.0,0.98341835
vdjdb_full_15942,5.7780275,14.9,3.997279,4.2,1.2,11.169995,0.541015625,0.0,1.4126954
vdjdb_full_15944,3.7986162,17.7,2.5372002,3.15,1.3499999,6.8,0.7716262975778547,0.0034602076124567475,2.0124567
vdjdb_full_15945,4.544005,14.2,2.4482377,4.4,1.4,8.0,0.6364795918367347,0.0,1.7635205
vdjdb_full_15946,4.8220606,13.8,2.531387,4.5,1.7,8.2,0.5744016649323621,0.0,1.9038501
vdjdb_full_15947,3.630769,11.0,1.8941985,3.5,1.3,6.0,0.8195266272189349,0.0,1.2905326
vdjdb_full_15949,3.423843,12.3,1.8324857,3.1,1.5,5.6,0.8503086419753086,0.0,1.2266974
vdjdb_full_15950,6.049125,19.9,3.649755,5.6,1.7,11.2,0.4125,0.028125,2.6964998
vdjdb_full_15951,3.3572705,14.9,2.2023523,2.8,1.3,5.769995,0.8558673469387755,0.0,1.567602
vdjdb_full_15955,3.2334254,14.4,2.098078,2.7,1.2,5.8,0.8705234159779615,0.0,1.5382919
vdjdb_full_15956,2.3067777,9.7,1.2763146,2.0,1.1,3.9,0.9536266349583828,0.0,0.9407847
vdjdb_full_15957,8.180935,18.4,4.554992,8.6,1.8,14.2,0.29510591672753833,0.061358655953250546,2.4880934
vdjdb_full_15960,7.726403,18.5,4.8894677,6.5,1.7,13.969995,0.41581632653061223,0.042091836734693876,1.3206633
vdjdb_full_15962,6.4497404,16.5,3.6668994,6.75,1.5,11.2,0.3953287197231834,0.0025951557093425604,2.0157442
vdjdb_full_15963,3.0814507,11.7,1.6752414,2.7,1.3,5.0,0.8906064209274673,0.0,1.3609989
vdjdb_full_15966,3.0809329,10.3,1.770961,2.6,1.1,5.6,0.8545953360768176,0.0,1.3805212
vdjdb_full_15968,3.5304444,12.7,1.8884579,3.2,1.3,6.0099974,0.8,0.0,1.2226667
vdjdb_full_15971,3.367901,10.7,1.9759836,2.9,1.2,6.3,0.823045267489712,0.0,1.5358026
vdjdb_full_15973,3.0908442,10.5,1.5205448,2.8,1.3,5.1,0.8870392390011891,0.0,1.1338882
vdjdb_full_15990,3.2309556,17.1,2.0776622,2.8,1.3,5.4,0.8760387811634349,0.0006925207756232687,1.4259002
vdjdb_full_15991,2.793975,10.1,1.4974303,2.5,1.3,4.6,0.917590027700831,0.0,1.049723
vdjdb_full_15992,2.9156475,13.0,1.7903069,2.4,1.2,5.2,0.8869165023011177,0.0,1.3560816
vdjdb_full_15993,3.5013149,11.0,1.6553894,3.5,1.3,5.6,0.8284023668639053,0.0,0.861144
vdjdb_full_15994,4.52036,17.0,2.656816,4.1,1.3,8.069995,0.6308864265927978,0.0034626038781163434,1.6952908
vdjdb_full_15995,2.8009696,10.9,1.4448875,2.6,1.2,4.5,0.932825484764543,0.0,0.965928
vdjdb_full_15996,1.9224194,4.4,0.6916452,1.9,1.0,2.9,1.0,0.0,0.38500986
vdjdb_full_15997,3.3270204,11.1,1.6227704,3.2,1.3,5.3,0.876734693877551,0.0,1.008
vdjdb_full_15998,1.8686497,5.3,0.6525098,1.8,1.0,2.7,0.9994051160023796,0.0,0.364069
vdjdb_full_16,3.3308387,13.8,2.363316,2.9,1.0,5.9,0.854875283446712,0.0,1.6376417
vdjdb_full_16001,1.8641427,4.7,0.63390446,1.8,1.1,2.7,1.0,0.0,0.33120602
vdjdb_full_16002,4.345152,26.9,3.3623297,3.55,1.5,7.9,0.7423822714681441,0.018005540166204988,2.2914128
vdjdb_full_16004,2.5259376,23.7,2.4512386,2.0,1.1,3.7,0.965625,0.015625,1.160875
vdjdb_full_16005,2.4035625,9.3,1.2559582,2.1,1.1,4.1,0.949375,0.0,0.9658749
vdjdb_full_16006,2.7465,8.9,1.320748,2.6,1.2,4.5,0.933125,0.0,0.92550004
vdjdb_full_16007,6.991584,18.6,3.4997897,7.1,2.0,11.5,0.28336620644312954,0.01643655489809336,2.4236686
vdjdb_full_16008,4.7942905,18.1,3.1335523,4.05,1.6,8.8,0.595679012345679,0.013117283950617283,2.0274692
vdjdb_full_16009,3.1339571,15.0,1.956337,2.8,1.3,4.9,0.9030612244897959,0.0,1.2479593
vdjdb_full_16010,1.860421,5.1,0.6809792,1.8,1.0,2.8,0.9986850756081526,0.0,0.4232742
vdjdb_full_16012,2.6513383,19.9,2.3495388,2.0,1.0,4.7,0.9042236763831053,0.005353955978584176,1.5168351
vdjdb_full_16013,2.1959977,8.5,1.0035928,2.0,1.1,3.3199952,0.9740400216333153,0.0,0.6563548
vdjdb_full_16014,1.8529583,5.0,0.6635289,1.8,1.1,2.7,0.9992695398100804,0.0,0.3262235
vdjdb_full_16016,2.6892855,11.2,1.5723495,2.3,1.1,4.5,0.9221938775510204,0.0,1.0250001
vdjdb_full_16018,2.29664,5.9,0.8836245,2.2,1.1800003,3.5,0.9948867786705624,0.0,0.49978083
vdjdb_full_16019,3.9154763,14.3,2.158967,3.5,1.5,6.7,0.7573696145124716,0.0,1.5860544
vdjdb_full_16020,2.386574,8.8,1.1824223,2.1,1.2,3.95,0.9529320987654321,0.0,0.78549385
vdjdb_full_16021,2.4566073,9.0,1.1695276,2.3,1.1,3.9,0.957922419460881,0.0,0.8282709
vdjdb_full_16022,1.9420066,5.1,0.70526737,1.9,1.1,2.9,0.9994331065759637,0.0,0.4373016
vdjdb_full_16023,2.4928336,12.3,1.5427871,2.1,1.1,4.0,0.9296515450361604,0.0,1.0853387
vdjdb_full_16024,4.870782,22.1,3.9332182,3.8,1.5,9.919994,0.6939371804236669,0.045288531775018265,2.5719504
vdjdb_full_16025,4.184711,9.9,2.0244133,4.5,1.2,6.7,0.5984533016061868,0.0,0.8686496
vdjdb_full_16026,4.297612,16.5,2.9251473,3.6,1.2,8.3,0.7144168962350781,0.004591368227731864,2.0809917
vdjdb_full_16027,3.3699846,12.4,1.7193036,3.1,1.4,5.6,0.8449074074074074,0.0,1.129784
vdjdb_full_16053,3.2338564,11.1,1.5749357,3.0,1.4,5.2,0.8772309356408869,0.0,1.1545701
vdjdb_full_16054,2.6713328,11.8,1.5899736,2.3,1.2,4.6,0.9204545454545454,0.0,1.0982438
vdjdb_full_16058,4.032375,12.6,2.082346,3.8,1.5,6.6099973,0.695625,0.0,1.3909999
vdjdb_full_16059,2.184125,5.3,0.8285065,2.1,1.1,3.3,0.996875,0.0,0.5535
vdjdb_full_16060,7.0538964,23.2,4.3338227,6.9,1.6,13.3,0.3438429506246282,0.06127305175490779,2.692445
vdjdb_full_16061,5.166967,18.0,3.044146,5.0,1.5,9.3,0.4840720221606648,0.008310249307479225,2.0563712
vdjdb_full_16063,1.8146026,4.4,0.62467974,1.8,1.0,2.7,1.0,0.0,0.3145484
vdjdb_full_16065,2.443724,9.3,1.2799782,2.2,1.1,4.0,0.9458655562165378,0.0,0.9145747
vdjdb_full_16067,2.766173,14.6,2.0845668,2.2,1.1,4.4,0.9116049382716049,0.0,1.2974814
vdjdb_full_16068,2.6741729,12.2,1.6833622,2.3,1.2,4.3,0.9204938271604939,0.0,1.1759012
vdjdb_full_16069,3.4346373,14.0,2.056511,3.0,1.3,6.0,0.8304988662131519,0.0,1.4429706
vdjdb_full_16079,3.7372818,12.0,2.0520022,3.3,1.4,6.7,0.790633608815427,0.0,1.4870523
vdjdb_full_16083,6.2364197,20.5,3.6083686,5.7,1.9,11.1,0.3888888888888889,0.02700617283950617,2.5564814
vdjdb_full_16087,8.343759,22.8,4.751768,9.2,1.8,13.9,0.30677764565992865,0.06658739595719382,2.7997622
vdjdb_full_16170,4.6561065,14.4,2.724012,4.0,1.5,8.2,0.566574839302112,0.0,1.1796144
vdjdb_full_16171,3.3139887,22.8,3.4636915,2.0,1.0,7.6,0.8393194706994329,0.017013232514177693,2.1251416
vdjdb_full_16174,2.658796,9.0,1.2636477,2.5,1.2,4.2,0.9467592592592593,0.0,1.0015432
vdjdb_full_16175,3.1808999,14.5,2.6310818,2.1,1.0,7.2,0.820018365472911,0.0,1.9033974
vdjdb_full_16183,2.8452244,13.3,1.692156,2.6,1.1,4.7,0.9183673469387755,0.0,1.1079184
vdjdb_full_16186,3.2622838,11.4,1.7544199,2.9,1.25,5.5,0.8512110726643599,0.0,1.401038
vdjdb_full_16187,6.4936523,15.7,3.0069757,6.8500004,2.0300002,10.2,0.2998046875,0.0009765625,2.110742
vdjdb_full_16188,4.015559,17.3,2.5244803,3.6,1.3,7.3199954,0.7399561723886048,0.0029218407596785976,1.8631119
vdjdb_full_16190,2.9739797,9.3,1.3474414,2.85,1.3,4.7,0.9272959183673469,0.0,0.902551
vdjdb_full_16191,6.495589,17.8,3.7706742,6.7,1.4,11.1,0.3754325259515571,0.01384083044982699,2.5306227
vdjdb_full_16193,3.557075,12.8,1.9228213,3.2,1.2,6.3,0.8252080856123662,0.0,1.3828775
vdjdb_full_16196,3.0356917,14.9,2.3362112,2.3,1.0,5.8,0.8647242455775234,0.0,1.5793965
vdjdb_full_16200,3.4390626,13.0,1.8149061,3.2,1.4,5.6,0.83203125,0.0,1.3324218
vdjdb_full_16201,1.7042664,4.5,0.64303887,1.6,0.9,2.6,1.0,0.0,0.38043702
vdjdb_full_16202,4.191358,16.5,2.7055945,3.6,1.5800003,7.9,0.7352537722908093,0.0027434842249657062,2.0891633
vdjdb_full_16205,2.1907198,4.9,0.8558188,2.1,1.0400002,3.3599975,1.0,0.0,0.5568
vdjdb_full_16208,7.6036735,18.6,5.220061,7.0,1.3,14.6,0.4342857142857143,0.07918367346938776,2.3681633
vdjdb_full_16210,5.018858,15.9,3.0183506,4.7,1.3,9.1,0.5129757785467128,0.0017301038062283738,1.6910036
vdjdb_full_16211,6.642424,18.9,3.6280208,6.7,1.7800003,11.3,0.34710743801652894,0.017447199265381085,2.4488523
vdjdb_full_16212,4.541868,17.6,3.4566612,3.4,1.3,9.75,0.6652249134948097,0.015570934256055362,2.6764705
vdjdb_full_16213,5.2093334,16.4,2.841991,4.9,1.8900001,9.0,0.5122222222222222,0.005555555555555556,2.356889
vdjdb_full_16215,5.171819,16.9,2.8978941,5.1,1.5,8.8,0.4875148632580262,0.0035671819262782403,1.595006
vdjdb_full_16217,6.0298467,17.8,3.3553646,5.8,1.8300003,10.969995,0.3877551020408163,0.015306122448979591,2.8163266
vdjdb_full_16218,6.230078,17.8,3.3166473,6.1,1.9,10.8,0.373046875,0.0078125,2.1675782
vdjdb_full_16236,3.8042092,13.1,1.9332865,3.6,1.4,6.1,0.7818877551020408,0.0,1.3237245
vdjdb_full_16241,3.2492187,9.3,1.5151061,3.2,1.3,5.169995,0.880859375,0.0,0.99492186
vdjdb_full_16242,2.533309,9.0,1.2438486,2.4,1.1,4.0,0.9539810080350621,0.0,0.73382026
vdjdb_full_16244,3.5173604,9.1,1.5857971,3.5,1.4,5.7,0.8287752675386445,0.0,1.0166469
vdjdb_full_16247,4.480257,15.2,2.4628155,4.0,1.5,7.8,0.6492194674012856,0.0009182736455463728,1.8229568
vdjdb_full_16249,3.549107,14.9,2.2459316,3.1,1.2,6.369995,0.8329081632653061,0.0,1.4864796
vdjdb_full_16253,4.763258,19.0,3.4328306,3.9,1.3,9.8,0.6296566837107378,0.022644265887509132,2.247626
vdjdb_full_16276,2.3288941,8.3,1.1597736,2.1,1.1,3.6,0.9667063020214031,0.0,0.6615934
vdjdb_full_16277,3.501561,9.0,1.783952,3.4,1.2,5.8,0.7617065556711758,0.0,0.8516129
vdjdb_full_16280,2.9409437,11.7,2.0120795,2.4,1.1,5.669995,0.8686224489795918,0.0,1.505357
vdjdb_full_16282,2.4099112,5.6,0.94462323,2.5,1.0,3.6,0.9911242603550295,0.0,0.47130173
vdjdb_full_16286,1.6431003,3.3,0.5483733,1.6,0.9,2.3199983,1.0,0.0,0.30699432
vdjdb_full_16290,2.568998,6.6,1.1985275,2.4,1.1,4.3,0.9565217391304348,0.0,0.83931947
vdjdb_full_16294,5.1269236,13.0,3.020916,5.7,1.1,9.2,0.4393491124260355,0.0,1.3556213
vdjdb_full_16295,4.310457,15.3,2.4979787,3.8,1.3,7.6,0.5893351800554016,0.0006925207756232687,1.148338
vdjdb_full_16299,3.678788,13.3,2.3930838,3.0,1.3,7.2,0.7842056932966024,0.0,1.7487605
vdjdb_full_16300,2.88125,6.9,1.6648344,2.55,0.9,5.0099974,0.885,0.0,0.32349998
vdjdb_full_16301,5.875,16.3,3.371495,6.1,1.3,10.0,0.4477040816326531,0.006377551020408163,1.4290817
vdjdb_full_16305,3.3986113,7.9,1.5250449,3.45,1.3,5.4,0.8489583333333334,0.0,0.8826389
vdjdb_full_16307,5.292092,17.9,3.4219599,5.45,1.2,9.1,0.4489795918367347,0.01403061224489796,1.8530613
vdjdb_full_16311,1.8301758,8.2,1.1138412,1.6,0.9,2.9,0.9658203125,0.0,0.67871094
vdjdb_full_16312,3.6100414,10.4,1.7266977,3.5,1.4,5.8,0.814404432132964,0.0,1.252216
vdjdb_full_16313,6.657128,16.9,4.3954163,5.4,1.3,12.6,0.4755463059313215,0.01040582726326743,1.1702393
vdjdb_full_16315,4.1614256,14.4,2.599017,4.1,1.1,7.6,0.7001953125,0.0,1.8212891
vdjdb_full_16316,5.0193787,14.4,3.0691576,5.1,1.1,9.4,0.47485207100591714,0.0,0.95887566
vdjdb_full_16338,4.3104444,15.7,2.6943936,3.7,1.4,8.2,0.7244444444444444,0.0033333333333333335,1.912889
vdjdb_full_16342,7.2182736,18.4,3.7340202,7.3,2.1,12.119995,0.29843893480257117,0.025711662075298437,2.402755
vdjdb_full_16343,2.8751643,12.3,1.5973581,2.5,1.2,4.8,0.9094229364499635,0.0,1.2764062
